ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso
2,0;0317817;00016000131;17,0;5127,153988517352;0,0;16,0;0,06;0,0
2,0;0231556;00016000132;0,0;5511,219988361753;0,0;16,0;0,06;0,0
2,0;0719438;00016000133;21,0;4955,432397852112;0,0;16,0;0,06;0,0
2,0;0826034;00016000134;15,0;6856,191556587791;0,0;16,0;0,06;0,0
2,0;0312819;00016000135;20,0;5685,486015739007;0,0;16,0;0,06;0,0
2,0;0779020;00016000136;7,0;5261,366651682331;0,0;16,0;0,06;0,0
2,0;0154993;00016000137;21,0;5176,733527421181;0,0;16,0;0,06;0,0
2,0;0596736;00016000138;23,0;9538,421491612944;0,0;16,0;0,06;0,0
2,0;0670433;00016000139;10,0;5542,916453745482;0,0;16,0;0,172;14,0
2,0;0083612;00016000140;24,0;5143,73409912011;0,0;16,0;0,06;0,0
2,0;0332444;00016000141;2,0;5413,045830633076;0,0;16,0;0,06;0,0
2,0;0037428;00016000142;32,0;11143,891111384177;0,0;16,0;0,06;0,0
2,0;0225595;00016000143;7,0;4701,1645556424855;0,0;16,0;0,06;0,0
2,0;0222556;00016000144;19,0;5125,189311210373;0,0;16,0;0,06;0,0
2,0;0751204;00016000145;25,0;6577,420403485049;0,0;16,0;0,06;0,0
2,0;0505241;00016000146;26,0;5602,013279230899;0,0;16,0;0,06;0,0
2,0;0786279;00016000147;8,0;6620,761302596489;0,0;16,0;0,06;0,0
2,0;0296206;00016000148;2,0;5120,744042124997;0,0;16,0;0,06;0,0
2,0;0292388;00016000149;4,0;5497,221520714836;0,0;16,0;0,06;0,0
2,0;0869757;00016000150;10,0;5140,558054671423;0,0;16,0;0,06;0,0
2,0;0362236;00016000151;16,0;4387,232311557287;0,0;16,0;0,28400000000000003;28,0
2,0;0327592;00016000152;30,0;5124,806918329246;0,0;16,0;0,06;0,0
2,0;0719876;00016000153;1,0;5243,284437106556;0,0;16,0;0,06;0,0
2,0;0427222;00016000154;21,0;6094,3935301328265;0,0;16,0;0,06;0,0
2,0;0832203;00016000155;11,0;5157,226547510547;0,0;16,0;0,06;0,0
2,0;0385040;00016000156;14,0;5136,70081340568;0,0;16,0;0,06;0,0
2,0;0107541;00016000157;19,0;12739,792448545599;0,0;16,0;0,06;0,0
2,0;0576289;00016000158;20,0;5132,86470014454;0,0;16,0;0,06;0,0
2,0;0929570;00016000159;6,0;5172,168284696533;0,0;16,0;0,06;0,0
2,0;0903460;00016000160;17,0;5149,0673804915195;0,0;16,0;0,06;0,0
2,0;0019771;00016000161;9,0;5353,313580860119;0,0;16,0;0,06;0,0
2,0;0795713;00016000162;7,0;6357,167387416554;0,0;16,0;0,06;0,0
2,0;0974689;00016000163;7,0;5439,220662339813;0,0;16,0;0,06;0,0
2,0;0601144;00016000164;14,0;5246,766917867097;0,0;16,0;0,06;0,0
2,0;0003593;00016000165;29,0;5238,569550993282;0,0;16,0;0,172;14,0
2,0;0084586;00016000166;28,0;5204,438861812286;0,0;16,0;0,06;0,0
2,0;0765672;00016000167;21,0;5237,836194734703;0,0;16,0;0,06;0,0
2,0;0704153;00016000168;20,0;5740,7191700084395;0,0;16,0;0,06;0,0
2,0;0428892;00016000169;1,0;5553,609771297138;0,0;16,0;0,06;0,0
2,0;0766114;00016000170;18,0;5661,772359554261;0,0;16,0;0,06;0,0
2,0;0193761;00016000171;0,0;5261,917246245153;0,0;16,0;0,06;0,0
2,0;0226622;00016000172;9,0;8765,03967201813;0,0;16,0;0,172;14,0
2,0;0337323;00016000173;33,0;6993,774439762068;0,0;16,0;0,06;0,0
2,0;0448950;00016000174;19,0;5114,016019571743;0,0;16,0;0,06;0,0
2,0;0124457;00016000175;3,0;8617,879707329872;0,0;16,0;0,06;0,0
2,0;0626271;00016000176;12,0;5426,127924365459;0,0;16,0;0,06;0,0
2,0;0941665;00016000177;2,0;6145,557246590657;0,0;16,0;0,06;0,0
2,0;0954540;00016000178;1,0;5108,371831833612;0,0;16,0;0,06;0,0
2,0;0810982;00016000179;12,0;4916,900502465983;0,0;16,0;0,172;14,0
2,0;0070787;00016000180;20,0;8062,217684782355;0,0;16,0;0,06;0,0
2,0;0261516;00016000181;7,0;5514,968911046215;0,0;16,0;0,06;0,0
2,0;0915446;00016000182;11,0;5263,37811478538;0,0;16,0;0,06;0,0
2,0;0975027;00016000183;29,0;5740,45037470325;0,0;16,0;0,06;0,0
2,0;0067209;00016000184;20,0;5208,69827833844;0,0;16,0;0,06;0,0
2,0;0873543;00016000185;0,0;5695,039520183406;0,0;16,0;0,06;0,0
2,0;0249174;00016000186;33,0;5136,993813807647;0,0;16,0;0,06;0,0
2,0;0104977;00016000187;1,0;5153,173895664725;0,0;16,0;0,06;0,0
2,0;0153734;00016000188;24,0;5484,745766379227;0,0;16,0;0,06;0,0
2,0;0436665;00016000189;0,0;5153,54581671737;0,0;16,0;0,06;0,0
2,0;0684452;00016000190;6,0;5210,931888577898;0,0;16,0;0,06;0,0
2,0;0644204;00016000191;33,0;7111,6057658436375;0,0;16,0;0,06;0,0
2,0;0640366;00016000192;12,0;5393,800339294192;0,0;16,0;0,06;0,0
2,0;0772712;00016000193;18,0;5747,322930863367;0,0;16,0;0,06;0,0
2,0;0385669;00016000194;18,0;5289,085170116616;0,0;16,0;0,06;0,0
2,0;0631222;00016000195;9,0;5567,19279520618;0,0;16,0;0,06;0,0
2,0;0484823;00016000196;32,0;5656,0627183167135;0,0;16,0;0,06;0,0
2,0;0410672;00016000197;26,0;5322,672856277457;0,0;16,0;0,06;0,0
2,0;0609649;00016000198;15,0;5253,44653735182;0,0;16,0;0,06;0,0
2,0;0219231;00016000199;4,0;5127,939418123574;0,0;16,0;0,06;0,0
2,0;0991918;00016000200;21,0;5108,8180805924185;0,0;16,0;0,06;0,0
2,0;0028316;00016000201;22,0;5245,291907075323;0,0;16,0;0,06;0,0
2,0;0151946;00016000202;14,0;18073,052822863337;0,0;16,0;0,06;0,0
2,0;0813804;00016000203;3,0;4328,951189063194;0,0;16,0;0,092;0,0
2,0;0074384;00016000204;12,0;6680,04091667184;0,0;16,0;0,06;0,0
2,0;0500223;00016000205;-1,0;5838,77004879134;0,0;16,0;0,06;0,0
2,0;0237919;00016000206;7,0;4731,714547402267;0,0;16,0;0,172;14,0
2,0;0515933;00016000207;30,0;5337,494931638293;0,0;16,0;0,06;0,0
2,0;0911376;00016000208;30,0;5910,162389266254;0,0;16,0;0,06;0,0
2,0;0127090;00016000209;27,0;7240,796606555602;0,0;16,0;0,06;0,0
2,0;0294383;00016000210;19,0;5648,822805320613;0,0;16,0;0,06;0,0
2,0;0098443;00016000211;29,0;14727,534457428248;0,0;16,0;0,06;0,0
2,0;0385470;00016000212;14,0;4813,268155556694;0,0;16,0;0,06;0,0
2,0;0349472;00016000213;13,0;5339,080262020203;0,0;16,0;0,06;0,0
2,0;0992331;00016000214;14,0;5410,959000816255;0,0;16,0;0,06;0,0
2,0;0489173;00016000215;26,0;6506,634812037101;0,0;16,0;0,06;0,0
2,0;0043634;00016000216;16,0;5137,894972391066;0,0;16,0;0,06;0,0
2,0;0887486;00016000217;2,0;5331,496700028914;0,0;16,0;0,06;0,0
2,0;0697115;00016000218;2,0;5377,167506920362;0,0;16,0;0,06;0,0
2,0;0025608;00016000219;3,0;5234,535964208082;0,0;16,0;0,06;0,0
2,0;0237838;00016000220;22,0;5182,790521552977;0,0;16,0;0,06;0,0
2,0;0593446;00016000221;29,0;10561,919497118884;0,0;16,0;0,06;0,0
2,0;0536970;00016000222;9,0;6358,964644777227;0,0;16,0;0,06;0,0
2,0;0431516;00016000223;29,0;5711,97748375209;0,0;16,0;0,06;0,0
2,0;0766201;00016000224;9,0;5403,042941371828;0,0;16,0;0,06;0,0
2,0;0651800;00016000225;20,0;5133,838659788977;0,0;16,0;0,06;0,0
2,0;0902890;00016000226;30,0;14389,401494681362;0,0;16,0;0,06;0,0
2,0;0582060;00016000227;8,0;6265,405862960137;0,0;16,0;0,06;0,0
2,0;0534538;00016000228;21,0;5154,675384785807;0,0;16,0;0,06;0,0
2,0;0590635;00016000229;31,0;5251,571599626291;0,0;16,0;0,06;0,0
2,0;0012168;00016000230;22,0;6140,723676603362;0,0;16,0;0,06;0,0
2,0;0147915;00016000231;15,0;7767,196984684345;0,0;16,0;0,06;0,0
2,0;0270028;00016000232;17,0;5346,744235963631;0,0;16,0;0,06;0,0
2,0;0671389;00016000233;6,0;6858,342497012552;0,0;16,0;0,06;0,0
2,0;0863802;00016000234;1,0;5520,9064251560585;0,0;16,0;0,06;0,0
2,0;0663679;00016000235;29,0;7177,643725850592;0,0;16,0;0,06;0,0
2,0;0220291;00016000236;23,0;5429,748853739022;0,0;16,0;0,06;0,0
2,0;0363026;00016000237;27,0;5125,543380044397;0,0;16,0;0,06;0,0
2,0;0794241;00016000238;33,0;6017,590075224151;0,0;16,0;0,172;14,0
2,0;0559885;00016000239;7,0;5968,654232912802;0,0;16,0;0,06;0,0
2,0;0186512;00016000240;27,0;5500,392087298732;0,0;16,0;0,06;0,0
2,0;0972885;00016000241;18,0;5320,554605800632;0,0;16,0;0,172;14,0
2,0;0250009;00016000242;5,0;5663,455616354634;0,0;16,0;0,06;0,0
2,0;0388647;00016000243;16,0;8031,899893466393;0,0;16,0;0,06;0,0
2,0;0691186;00016000244;8,0;5175,3603868668115;0,0;16,0;0,06;0,0
2,0;0919330;00016000245;28,0;5130,407079312665;0,0;16,0;0,06;0,0
2,0;0288977;00016000246;16,0;4747,807002149623;0,0;16,0;0,06;0,0
2,0;0750045;00016000247;24,0;5227,1131404999405;0,0;16,0;0,06;0,0
2,0;0170929;00016000248;27,0;5380,527248231187;0,0;16,0;0,06;0,0
2,0;0597395;00016000249;21,0;8523,00350233561;0,0;16,0;0,06;0,0
2,0;0970000;00016000250;5,0;6870,664290951443;0,0;16,0;0,06;0,0
2,0;0773007;00016000251;30,0;5442,975547512478;0,0;16,0;0,06;0,0
2,0;0286977;00016000252;22,0;7283,426846602613;0,0;16,0;0,06;0,0
2,0;0629405;00016000253;18,0;8457,157119005253;0,0;16,0;0,06;0,0
2,0;0660568;00016000254;18,0;5947,016857696943;0,0;16,0;0,06;0,0
2,0;0577726;00016000255;32,0;6903,127669887698;0,0;16,0;0,06;0,0
2,0;0650590;00016000256;12,0;9518,3932323213;0,0;16,0;0,06;0,0
2,0;0628351;00016000257;19,0;7051,101667547657;0,0;16,0;0,06;0,0
2,0;0427638;00016000258;27,0;5441,706299453886;0,0;16,0;0,06;0,0
2,0;0065852;00016000259;23,0;5769,008547320312;0,0;16,0;0,06;0,0
2,0;0245926;00016000260;8,0;5639,049895029854;0,0;16,0;0,06;0,0
2,0;0250125;00016000261;24,0;5223,835246267605;0,0;16,0;0,06;0,0
2,0;0864214;00016000262;-1,0;5,7198690228688065e-12;0,0;16,0;0,172;14,0
2,0;0316971;00016000263;33,0;5183,565492711444;0,0;16,0;0,06;0,0
2,0;0979430;00016000264;4,0;5134,9164329257055;0,0;16,0;0,06;0,0
2,0;0048373;00016000265;14,0;26769,418521801024;0,0;16,0;0,06;0,0
2,0;0483683;00016000266;18,0;5366,728926499322;0,0;16,0;0,06;0,0
2,0;0184911;00016000267;18,0;5500,623292400746;0,0;16,0;0,172;14,0
2,0;0017971;00016000268;-1,0;5655,600506596408;0,0;16,0;0,06;0,0
2,0;0111380;00016000269;-1,0;5368,939731897722;0,0;16,0;0,06;0,0
2,0;0256091;00016000270;3,0;9935,567675580543;0,0;16,0;0,06;0,0
2,0;0946806;00016000271;8,0;5127,090248346396;0,0;16,0;0,06;0,0
2,0;0216505;00016000272;32,0;6406,5365879551;0,0;16,0;0,06;0,0
2,0;0900145;00016000273;11,0;5130,570514506456;0,0;16,0;0,06;0,0
2,0;0202295;00016000274;29,0;5152,61214861441;0,0;16,0;0,06;0,0
2,0;0856149;00016000275;6,0;5166,367345182932;0,0;16,0;0,06;0,0
2,0;0028280;00016000276;17,0;5198,849524814168;0,0;16,0;0,06;0,0
2,0;0913211;00016000277;13,0;4692,513515713022;0,0;16,0;0,172;14,0
2,0;0762364;00016000278;28,0;5317,130328000774;0,0;16,0;0,06;0,0
2,0;0250636;00016000279;14,0;4686,403765285553;0,0;16,0;0,06;0,0
2,0;0950751;00016000280;5,0;8689,470787709042;0,0;16,0;0,06;0,0
2,0;0266203;00016000281;20,0;7475,312994278599;0,0;16,0;0,06;0,0
2,0;0923828;00016000282;0,0;5190,5099313389455;0,0;16,0;0,06;0,0
2,0;0557304;00016000283;31,0;5782,2686621908215;0,0;16,0;0,06;0,0
2,0;0671008;00016000284;12,0;5448,943278203507;0,0;16,0;0,06;0,0
2,0;0519091;00016000285;31,0;5157,012746351529;0,0;16,0;0,06;0,0
2,0;0689713;00016000286;7,0;17310,726608278892;0,0;16,0;0,06;0,0
2,0;0311292;00016000287;28,0;5324,926663223912;0,0;16,0;0,06;0,0
2,0;0564944;00016000288;28,0;12507,906272940772;0,0;16,0;0,06;0,0
2,0;0736335;00016000289;26,0;5269,480189267393;0,0;16,0;0,06;0,0
2,0;0866317;00016000290;16,0;6815,427427101982;0,0;16,0;0,06;0,0
2,0;0901582;00016000291;0,0;5443,452977470949;0,0;16,0;0,06;0,0
2,0;0516637;00016000292;14,0;5323,29701442463;0,0;16,0;0,06;0,0
2,0;0984185;00016000293;26,0;5515,668601116436;0,0;16,0;0,06;0,0
2,0;0717154;00016000294;23,0;5193,059646170302;0,0;16,0;0,06;0,0
2,0;0455173;00016000295;22,0;5418,729232017264;0,0;16,0;0,172;14,0
2,0;0760373;00016000296;16,0;10278,596949862997;0,0;16,0;0,06;0,0
2,0;0204022;00016000297;17,0;6146,831945200497;0,0;16,0;0,06;0,0
2,0;0508091;00016000298;9,0;14347,632525273119;0,0;16,0;0,06;0,0
2,0;0256056;00016000299;18,0;5111,094470443847;0,0;16,0;0,06;0,0
2,0;0120930;00016000300;5,0;5535,129732242076;0,0;16,0;0,06;0,0
2,0;0417337;00016000301;3,0;5705,973231017922;0,0;16,0;0,06;0,0
2,0;0615778;00016000302;5,0;5312,139402984926;0,0;16,0;0,06;0,0
2,0;0522155;00016000303;14,0;5544,499476939693;0,0;16,0;0,06;0,0
2,0;0037115;00016000304;24,0;5205,875955778284;0,0;16,0;0,06;0,0
2,0;0102980;00016000305;11,0;5321,428527994517;0,0;16,0;0,06;0,0
2,0;0839401;00016000306;24,0;5111,3135365035605;0,0;16,0;0,06;0,0
2,0;0511560;00016000307;26,0;5688,865173375831;0,0;16,0;0,06;0,0
2,0;0101328;00016000308;19,0;5622,342479363622;0,0;16,0;0,06;0,0
2,0;0626337;00016000309;21,0;10721,798727573809;0,0;16,0;0,06;0,0
2,0;0425545;00016000310;10,0;7668,32397750616;0,0;16,0;0,06;0,0
2,0;0017637;00016000311;24,0;5615,80404593569;0,0;16,0;0,06;0,0
2,0;0839281;00016000312;14,0;5856,281662047165;0,0;16,0;0,06;0,0
2,0;0075309;00016000313;5,0;5247,565762143242;0,0;16,0;0,06;0,0
2,0;0343640;00016000314;32,0;5660,422407720238;0,0;16,0;0,06;0,0
2,0;0152417;00016000315;3,0;6530,397900728861;0,0;16,0;0,06;0,0
2,0;0205175;00016000316;10,0;5253,914546335602;0,0;16,0;0,06;0,0
2,0;0354545;00016000317;5,0;5109,059985489844;0,0;16,0;0,06;0,0
2,0;0770700;00016000318;17,0;5284,324644043277;0,0;16,0;0,06;0,0
2,0;0561028;00016000319;3,0;5260,853477209512;0,0;16,0;0,06;0,0
2,0;0812085;00016000320;24,0;5749,227530407033;0,0;16,0;0,06;0,0
2,0;0925671;00016000321;31,0;5733,896885227944;0,0;16,0;0,06;0,0
2,0;0269974;00016000322;22,0;5844,917277341125;0,0;16,0;0,06;0,0
2,0;0649662;00016000323;6,0;5312,512894511783;0,0;16,0;0,06;0,0
2,0;0439014;00016000324;28,0;5992,457605056121;0,0;16,0;0,06;0,0
2,0;0916156;00016000325;23,0;5198,564034687881;0,0;16,0;0,06;0,0
2,0;0867470;00016000326;3,0;6031,333494274238;0,0;16,0;0,06;0,0
2,0;0241575;00016000327;4,0;7401,411462326987;0,0;16,0;0,06;0,0
2,0;0348812;00016000328;24,0;28822,307189388757;0,0;16,0;0,06;0,0
2,0;0659616;00016000329;10,0;5640,507077982514;0,0;16,0;0,06;0,0
2,0;0295248;00016000330;25,0;4853,618289197067;0,0;16,0;0,172;14,0
2,0;0669822;00016000331;7,0;5474,788608291509;0,0;16,0;0,06;0,0
2,0;0981252;00016000332;6,0;6195,345516838559;0,0;16,0;0,06;0,0
2,0;0169424;00016000333;4,0;6602,302582366169;0,0;16,0;0,06;0,0
2,0;0852172;00016000334;0,0;5298,429644602612;0,0;16,0;0,06;0,0
2,0;0207795;00016000335;7,0;5189,744991666286;0,0;16,0;0,06;0,0
2,0;0153536;00016000336;12,0;5837,461294509029;0,0;16,0;0,06;0,0
2,0;0250082;00016000337;17,0;5515,0908032399975;0,0;16,0;0,06;0,0
2,0;0940863;00016000338;27,0;5185,984323544722;0,0;16,0;0,06;0,0
2,0;0292382;00016000339;15,0;5283,921548073117;0,0;16,0;0,06;0,0
2,0;0638216;00016000340;6,0;5177,196010802033;0,0;16,0;0,06;0,0
2,0;0519055;00016000341;21,0;5379,065684761054;0,0;16,0;0,06;0,0
2,0;0108431;00016000342;15,0;5729,632268258478;0,0;16,0;0,06;0,0
2,0;0567201;00016000343;27,0;5163,939653130312;0,0;16,0;0,06;0,0
2,0;0716158;00016000344;20,0;7586,809323401217;0,0;16,0;0,06;0,0
2,0;0814693;00016000345;2,0;6124,7872122003255;0,0;16,0;0,06;0,0
2,0;0975167;00016000346;31,0;7269,741432939331;0,0;16,0;0,06;0,0
2,0;0389354;00016000347;-1,0;5262,520455372708;0,0;16,0;0,06;0,0
2,0;0254173;00016000348;17,0;5276,146521113522;0,0;16,0;0,06;0,0
2,0;0181618;00016000349;17,0;5568,642956287077;0,0;16,0;0,06;0,0
2,0;0778912;00016000350;21,0;5152,770358882894;0,0;16,0;0,06;0,0
2,0;0581961;00016000351;19,0;5116,424238241148;0,0;16,0;0,06;0,0
2,0;0781445;00016000352;32,0;5391,522137121826;0,0;16,0;0,06;0,0
2,0;0681337;00016000353;4,0;5572,921848276438;0,0;16,0;0,06;0,0
2,0;0837631;00016000354;19,0;5258,3066617820805;0,0;16,0;0,06;0,0
2,0;0345291;00016000355;9,0;6887,154844764363;0,0;16,0;0,06;0,0
2,0;0999675;00016000356;23,0;6230,425821974077;0,0;16,0;0,06;0,0
2,0;0288575;00016000357;18,0;10403,919317795624;0,0;16,0;0,06;0,0
2,0;0501262;00016000358;29,0;5595,564509914278;0,0;16,0;0,06;0,0
2,0;0095422;00016000359;9,0;8940,34205872001;0,0;16,0;0,06;0,0
2,0;0431209;00016000360;21,0;5157,306776432418;0,0;16,0;0,06;0,0
2,0;0289551;00016000361;25,0;5345,508916267093;0,0;16,0;0,06;0,0
2,0;0954549;00016000362;15,0;5124,60035450234;0,0;16,0;0,06;0,0
2,0;0647747;00016000363;31,0;5579,3800854868;0,0;16,0;0,06;0,0
2,0;0856520;00016000364;6,0;3805,7534467794326;0,0;16,0;0,28400000000000003;28,0
2,0;0979514;00016000365;9,0;7273,143582233631;0,0;16,0;0,172;14,0
2,0;0545997;00016000366;22,0;5048,958834093663;0,0;16,0;0,172;14,0
2,0;0003045;00016000367;22,0;6480,985446049624;0,0;16,0;0,06;0,0
2,0;0299313;00016000368;9,0;5228,362022342841;0,0;16,0;0,06;0,0
2,0;0195791;00016000369;1,0;5480,182286695073;0,0;16,0;0,06;0,0
2,0;0676894;00016000370;25,0;5549,743346513627;0,0;16,0;0,06;0,0
2,0;0442987;00016000371;27,0;5108,204770120443;0,0;16,0;0,06;0,0
2,0;0641007;00016000372;29,0;9800,544970036044;0,0;16,0;0,06;0,0
2,0;0025164;00016000373;14,0;4885,633494073811;0,0;16,0;0,172;14,0
2,0;0149414;00016000374;18,0;6548,751877908191;0,0;16,0;0,06;0,0
2,0;0352930;00016000375;0,0;5870,420205092247;0,0;16,0;0,06;0,0
2,0;0154232;00016000376;17,0;6804,217594388317;0,0;16,0;0,06;0,0
2,0;0551833;00016000377;30,0;5719,433876581083;0,0;16,0;0,06;0,0
2,0;0975215;00016000378;21,0;7227,9418202632505;0,0;16,0;0,06;0,0
2,0;0515266;00016000379;5,0;5410,445589960546;0,0;16,0;0,06;0,0
2,0;0458237;00016000380;6,0;7112,128924175435;0,0;16,0;0,06;0,0
2,0;0962288;00016000381;30,0;5655,66387511743;0,0;16,0;0,06;0,0
2,0;0349810;00016000382;20,0;5132,171348372681;0,0;16,0;0,06;0,0
2,0;0160607;00016000383;16,0;5204,682063437266;0,0;16,0;0,06;0,0
2,0;0025565;00016000384;14,0;5802,769640660002;0,0;16,0;0,06;0,0
2,0;0536439;00016000385;6,0;6015,4948597813645;0,0;16,0;0,06;0,0
2,0;0576711;00016000386;29,0;6118,090833596525;0,0;16,0;0,06;0,0
2,0;0159248;00016000387;8,0;6707,990666128048;0,0;16,0;0,06;0,0
2,0;0441626;00016000388;16,0;5904,543745278746;0,0;16,0;0,06;0,0
2,0;0092813;00016000389;20,0;5209,886099136045;0,0;16,0;0,06;0,0
2,0;0973487;00016000390;10,0;6795,791523348324;0,0;16,0;0,06;0,0
2,0;0353357;00016000391;25,0;82346,21146512129;0,0;16,0;0,06;0,0
2,0;0412583;00016000392;-1,0;5616,2614914068445;0,0;16,0;0,06;0,0
2,0;0126079;00016000393;7,0;5799,997139040052;0,0;16,0;0,06;0,0
2,0;0766280;00016000394;9,0;6324,717973945153;0,0;16,0;0,06;0,0
2,0;0491988;00016000395;13,0;5842,066713526914;0,0;16,0;0,06;0,0
2,0;0637405;00016000396;33,0;5724,18044769823;0,0;16,0;0,06;0,0
2,0;0738698;00016000397;26,0;8715,40038490965;0,0;16,0;0,06;0,0
2,0;0601746;00016000398;31,0;5246,6785366239;0,0;16,0;0,06;0,0
2,0;0272688;00016000399;33,0;5782,136373836431;0,0;16,0;0,06;0,0
2,0;0011890;00016000400;18,0;6112,9710290091925;0,0;16,0;0,06;0,0
2,0;0844916;00016000401;25,0;4870,444974654131;0,0;16,0;0,06;0,0
2,0;0107291;00016000402;14,0;6561,271967174662;0,0;16,0;0,172;14,0
2,0;0731315;00016000403;28,0;5721,725447817767;0,0;16,0;0,06;0,0
2,0;0728165;00016000404;16,0;8368,213928118099;0,0;16,0;0,06;0,0
2,0;0783258;00016000405;7,0;5290,4056366427;0,0;16,0;0,06;0,0
2,0;0082799;00016000406;8,0;5556,4361652236985;0,0;16,0;0,06;0,0
2,0;0790233;00016000407;27,0;5118,340695524758;0,0;16,0;0,06;0,0
2,0;0869416;00016000408;19,0;6068,441583959843;0,0;16,0;0,06;0,0
2,0;0441347;00016000409;25,0;6890,368810739641;0,0;16,0;0,06;0,0
2,0;0677872;00016000410;-1,0;7935,417866953162;0,0;16,0;0,06;0,0
2,0;0034980;00016000411;18,0;5732,476295091675;0,0;16,0;0,06;0,0
2,0;0677760;00016000412;30,0;5111,970396113141;0,0;16,0;0,06;0,0
2,0;0866579;00016000413;9,0;5147,717262936328;0,0;16,0;0,06;0,0
2,0;0320830;00016000414;12,0;6860,166137658735;0,0;16,0;0,06;0,0
2,0;0483074;00016000415;25,0;5211,37617444641;0,0;16,0;0,06;0,0
2,0;0231142;00016000416;33,0;5310,7160004595835;0,0;16,0;0,06;0,0
2,0;0342616;00016000417;13,0;8282,142888614013;0,0;16,0;0,06;0,0
2,0;0992274;00016000418;16,0;5210,916437566455;0,0;16,0;0,06;0,0
2,0;0996074;00016000419;5,0;5472,143761918566;0,0;16,0;0,06;0,0
2,0;0565600;00016000420;4,0;5951,956501498146;0,0;16,0;0,06;0,0
2,0;0314629;00016000421;14,0;9710,015180442133;0,0;16,0;0,06;0,0
2,0;0341101;00016000422;5,0;5401,148111086111;0,0;16,0;0,06;0,0
2,0;0671753;00016000423;26,0;5536,159745353892;0,0;16,0;0,06;0,0
2,0;0683161;00016000424;1,0;5277,677382900987;0,0;16,0;0,06;0,0
2,0;0955794;00016000425;5,0;9332,372570065154;0,0;16,0;0,06;0,0
2,0;0179043;00016000426;24,0;5533,482172743667;0,0;16,0;0,06;0,0
2,0;0539074;00016000427;18,0;5137,024331375975;0,0;16,0;0,06;0,0
2,0;0702992;00016000428;26,0;7251,452105709075;0,0;16,0;0,06;0,0
2,0;0373654;00016000429;8,0;5301,360679591647;0,0;16,0;0,172;14,0
2,0;0231536;00016000430;12,0;4658,321891833077;0,0;16,0;0,06;0,0
2,0;0654371;00016000431;23,0;4913,205905804619;0,0;16,0;0,06;0,0
2,0;0883864;00016000432;1,0;5194,598635822867;0,0;16,0;0,06;0,0
2,0;0180956;00016000433;28,0;9131,911581146645;0,0;16,0;0,06;0,0
2,0;0950338;00016000434;4,0;6141,177271472888;0,0;16,0;0,06;0,0
2,0;0291944;00016000435;23,0;5202,836841059361;0,0;16,0;0,06;0,0
2,0;0840869;00016000436;5,0;5182,5366919499165;0,0;16,0;0,06;0,0
2,0;0054067;00016000437;23,0;5276,272405160081;0,0;16,0;0,06;0,0
2,0;0419549;00016000438;11,0;5235,002577755565;0,0;16,0;0,06;0,0
2,0;0844989;00016000439;22,0;6313,405185864827;0,0;16,0;0,06;0,0
2,0;0087178;00016000440;24,0;5791,445248598784;0,0;16,0;0,06;0,0
2,0;0334519;00016000441;4,0;6055,3856624491855;0,0;16,0;0,06;0,0
2,0;0177452;00016000442;22,0;5518,612496679216;0,0;16,0;0,06;0,0
2,0;0432476;00016000443;28,0;5975,249979455941;0,0;16,0;0,06;0,0
2,0;0543426;00016000444;31,0;6772,992895423778;0,0;16,0;0,06;0,0
2,0;0390731;00016000445;7,0;5572,935608591795;0,0;16,0;0,06;0,0
2,0;0065477;00016000446;26,0;5123,872003595687;0,0;16,0;0,06;0,0
2,0;0838195;00016000447;16,0;5568,730354419654;0,0;16,0;0,06;0,0
2,0;0995361;00016000448;10,0;5236,502335239322;0,0;16,0;0,06;0,0
2,0;0642914;00016000449;12,0;5110,465142676802;0,0;16,0;0,06;0,0
2,0;0748652;00016000450;23,0;5383,788560962776;0,0;16,0;0,28400000000000003;28,0
2,0;0352885;00016000451;19,0;5324,3965891502985;0,0;16,0;0,06;0,0
2,0;0390742;00016000452;21,0;5507,989197255644;0,0;16,0;0,06;0,0
2,0;0325836;00016000453;19,0;6272,330349766215;0,0;16,0;0,06;0,0
2,0;0204996;00016000454;16,0;5653,135276404646;0,0;16,0;0,06;0,0
2,0;0086810;00016000455;21,0;7468,239113058448;0,0;16,0;0,06;0,0
2,0;0312078;00016000456;-1,0;5744,243491626941;0,0;16,0;0,06;0,0
2,0;0260843;00016000457;11,0;5743,250778461461;0,0;16,0;0,06;0,0
2,0;0013799;00016000458;24,0;15678,284093634094;0,0;16,0;0,172;14,0
2,0;0649406;00016000459;23,0;7613,504063062454;0,0;16,0;0,06;0,0
2,0;0360576;00016000460;8,0;5515,052186736836;0,0;16,0;0,172;14,0
2,0;0280399;00016000461;16,0;5170,903048652114;0,0;16,0;0,06;0,0
2,0;0770684;00016000462;22,0;7645,288279527866;0,0;16,0;0,172;14,0
2,0;0554812;00016000463;15,0;5462,793745506079;0,0;16,0;0,06;0,0
2,0;0392109;00016000464;13,0;5174,231791549199;0,0;16,0;0,172;14,0
2,0;0361637;00016000465;6,0;5371,343935455432;0,0;16,0;0,06;0,0
2,0;0685301;00016000466;7,0;5449,70480960676;0,0;16,0;0,06;0,0
2,0;0758755;00016000467;9,0;5539,897610164937;0,0;16,0;0,06;0,0
2,0;0416696;00016000468;15,0;9480,678350599275;0,0;16,0;0,06;0,0
2,0;0862223;00016000469;30,0;5985,115376074293;0,0;16,0;0,06;0,0
