ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso;pgto
1,0;0597887;00003000269;34,0;4903,630332434794;0,0;3,0;0,06;0,0;170,84233051660524
1,0;0409155;00003000270;22,0;9782,53634313339;0,0;3,0;0,06;0,0;497,5761745594045
1,0;0607008;00003000271;1,0;21615,03352913463;0,0;3,0;0,276;27,0;0,0
1,0;0923996;00003000272;9,0;5966,616345268741;0,0;3,0;0,06;0,0;696,5449571315108
1,0;0669505;00003000273;17,0;4809,4216578891355;0,0;3,0;0,06;0,0;309,04408208469596
1,0;0509104;00003000274;13,0;4858,20195746299;0,0;3,0;0,06;0,0;400,3878382371751
1,0;0976270;00003000275;17,0;4921,914299848693;0,0;3,0;0,06;0,0;316,2726404745902
1,0;0697946;00003000276;16,0;10520,556843574417;0,0;3,0;0,06;0,0;714,8149930679645
1,0;0702234;00003000277;34,0;5013,498603286851;0,0;3,0;0,06;0,0;174,67013770631957
1,0;0401196;00003000278;33,0;5259,035039373624;0,0;3,0;0,06;0,0;187,8918473458021
1,0;0873900;00003000279;9,0;5060,130353636041;0,0;3,0;0,276;27,0;0,0
1,0;0072069;00003000280;4,0;4229,7043538378375;0,0;3,0;0,06;0,0;1083,99325872447
1,0;0593624;00003000281;4,0;6031,580449595034;0,0;3,0;0,06;0,0;1545,7800356383946
1,0;0435615;00003000282;4,0;4118,39467713938;0,0;3,0;0,06;0,0;1055,4666930172366
1,0;0914891;00003000283;14,0;5231,800793836496;0,0;3,0;0,06;0,0;402,3316109883698
1,0;0620574;00003000284;30,0;4882,389607866998;0,0;3,0;0,06;0,0;189,1833852895058
1,0;0730387;00003000285;7,0;4476,141191293107;0,0;3,0;0,06;0,0;665,2811793430419
1,0;0937832;00003000286;5,0;4803,555342361121;0,0;3,0;0,06;0,0;989,7235801838727
1,0;0426064;00003000287;0,0;4,547473508864641e-12;0,0;3,0;0,06;0,0;5536,368838419824
1,0;0674155;00003000288;33,0;4906,79573177647;0,0;3,0;0,06;0,0;175,3072393869781
1,0;0117451;00003000289;4,0;4168,04090421949;0,0;3,0;0,06;0,0;1068,1900824019135
1,0;0346638;00003000290;23,0;5014,440330163922;0,0;3,0;0,06;0,0;245,1351279543516
1,0;0886396;00003000291;14,0;8580,536603657918;0,0;3,0;0,06;0,0;659,85331837584
1,0;0137001;00003000292;11,0;5375,924273640661;0,0;3,0;0,06;0,0;518,5298069077577
1,0;0553265;00003000293;22,0;5086,437690258499;0,0;3,0;0,06;0,0;258,71513473395817
1,0;0695060;00003000294;4,0;4054,6858955794005;0,0;3,0;0,06;0,0;1039,1393367872654
1,0;0145095;00003000295;8,0;6115,438691626419;0,0;3,0;0,06;0,0;799,2284685816475
1,0;0416028;00003000296;34,0;9953,140774926129;0,0;3,0;0,06;0,0;346,76711959727265
1,0;0857006;00003000297;32,0;6799,673601697846;0,0;3,0;0,06;0,0;249,3500537827883
1,0;0250304;00003000298;26,0;5554,044481156356;0,0;3,0;0,06;0,0;243,64969767443537
1,0;0897281;00003000299;8,0;4521,608499473716;0,0;3,0;0,06;0,0;590,930335301757
1,0;0870343;00003000300;18,0;9412,264313703146;0,0;3,0;0,06;0,0;573,9791531814806
1,0;0412282;00003000301;33,0;5799,283747131709;0,0;3,0;0,276;27,0;0,0
1,0;0829465;00003000302;0,0;4,547473508864641e-12;0,0;3,0;0,06;0,0;5601,485642547381
1,0;0955604;00003000303;8,0;4623,267266664022;0,0;3,0;0,06;0,0;604,2161492746217
1,0;0156054;00003000304;4,0;4142,717792157608;0,0;3,0;0,06;0,0;1061,7002475414467
1,0;0053080;00003000305;19,0;13498,540078081189;0,0;3,0;0,06;0,0;783,6139220103148
1,0;0482261;00003000306;33,0;7288,587812770043;0,0;3,0;0,06;0,0;260,4025678533171
1,0;0167739;00003000307;18,0;5082,5895153063575;0,0;3,0;0,06;0,0;309,9467172545685
1,0;0618515;00003000308;4,0;4190,077233499517;0,0;3,0;0,06;0,0;1073,8375769755967
1,0;0847460;00003000309;33,0;5488,794815086215;0,0;3,0;0,06;0,0;196,10057544538466
1,0;0627365;00003000310;22,0;4813,221011493249;0,0;3,0;0,06;0,0;244,8183185017074
1,0;0290806;00003000311;24,0;4835,249915356892;0,0;3,0;0,06;0,0;227,61200258309563
1,0;0976951;00003000312;32,0;5378,45519978105;0,0;3,0;0,06;0,0;197,2327161407941
1,0;0254829;00003000313;14,0;16991,210669462693;0,0;3,0;0,06;0,0;1306,6440085679883
1,0;0407119;00003000314;1,0;2550,135944737272;0,0;3,0;0,06;0,0;2575,637304184643
1,0;0294613;00003000315;14,0;5042,436042288195;0,0;3,0;0,06;0,0;387,7692397213682
1,0;0730069;00003000316;30,0;6276,2007546285595;0,0;3,0;0,06;0,0;243,19093740573246
1,0;0591994;00003000317;17,0;4815,600167559402;0,0;3,0;0,06;0,0;309,44110109977163
1,0;0273188;00003000318;26,0;5538,222578751141;0,0;3,0;0,276;27,0;0,0
1,0;0089735;00003000319;25,0;8442,503446057593;0,0;3,0;0,06;0,0;383,3466720584137
1,0;0947547;00003000320;9,0;4691,731847803006;0,0;3,0;0,06;0,0;547,7144783059276
1,0;0067742;00003000321;0,0;4,547473508864641e-12;0,0;3,0;0,06;0,0;5192,523339653629
1,0;0404118;00003000322;2,0;4031,7934163966056;0,0;3,0;0,06;0,0;2046,1853055055478
1,0;0266828;00003000323;4,0;16904,06764768076;0,0;3,0;0,06;0,0;4332,1929483043195
1,0;0898555;00003000324;10,0;4887,714009290581;0,0;3,0;0,06;0,0;516,0549946891507
1,0;0626038;00003000325;28,0;5502,488400406215;0,0;3,0;0,06;0,0;226,28672972376413
1,0;0227227;00003000326;17,0;4873,1101047396405;0,0;3,0;0,06;0,0;313,13657781420386
1,0;0614691;00003000327;12,0;4880,822732902305;0,0;3,0;0,06;0,0;433,65518757208287
1,0;0417562;00003000328;27,0;5207,593197650593;0,0;3,0;0,06;0,0;221,0390465196362
1,0;0129612;00003000329;6,0;4456,251639978068;0,0;3,0;0,06;0,0;768,9189421309019
1,0;0467406;00003000330;6,0;4649,516679293205;0,0;3,0;0,06;0,0;802,2665090070429
1,0;0075405;00003000331;2,0;3614,8577111916225;0,0;3,0;0,06;0,0;1834,5852493465422
1,0;0183247;00003000332;11,0;4947,563788289459;0,0;3,0;0,06;0,0;477,2126922219791
1,0;0967311;00003000333;6,0;4728,587642316878;0,0;3,0;0,06;0,0;815,9100745310343
1,0;0128132;00003000334;13,0;4688,989918645306;0,0;3,0;0,06;0,0;386,4422585722867
1,0;0915911;00003000335;3,0;5813,653597450384;0,0;3,0;0,06;0,0;1976,7707716269176
1,0;0555577;00003000336;10,0;9307,301431628612;0,0;3,0;0,06;0,0;982,6842122390391
1,0;0682752;00003000337;32,0;5083,791888118427;0,0;3,0;0,06;0,0;186,42715150419986
1,0;0728324;00003000338;30,0;5774,048309391357;0,0;3,0;0,06;0,0;223,7334776060669
1,0;0493757;00003000339;33,0;5174,736378604639;0,0;3,0;0,06;0,0;184,8800721851353
1,0;0655312;00003000340;8,0;59373,06192406107;0,0;3,0;0,06;0,0;7759,482802361392
1,0;0874747;00003000341;2,0;7135,076377082754;0,0;3,0;0,06;0,0;3621,1400061005334
1,0;0213483;00003000342;23,0;4864,073662894058;0,0;3,0;0,06;0,0;237,78432710833522
1,0;0281393;00003000343;24,0;5453,477856859197;0,0;3,0;0,06;0,0;256,7141384150504
1,0;0061271;00003000344;17,0;7324,835602281346;0,0;3,0;0,06;0,0;470,67969002366084
1,0;0146254;00003000345;11,0;4611,076661570188;0,0;3,0;0,06;0,0;444,75713742553285
1,0;0547490;00003000346;10,0;4850,823983322774;0,0;3,0;0,06;0,0;512,1600691434433
1,0;0955847;00003000347;6,0;6837,019832169523;0,0;3,0;0,276;27,0;0,0
1,0;0530386;00003000348;11,0;5379,907513811365;0,0;3,0;0,06;0,0;518,9140066567589
1,0;0296595;00003000349;6,0;5073,40074357804;0,0;3,0;0,276;27,0;0,0
1,0;0232779;00003000350;17,0;7074,28349298819;0,0;3,0;0,06;0,0;454,5796987692295
1,0;0619909;00003000351;12,0;5128,539608016744;0,0;3,0;0,06;0,0;455,6645318611848
1,0;0166885;00003000352;32,0;4939,384409528322;0,0;3,0;0,06;0,0;181,13160135542677
1,0;0874093;00003000353;7,0;4548,547783725782;0,0;3,0;0,06;0,0;676,0428468479726
1,0;0446086;00003000354;30,0;5701,319890133103;0,0;3,0;0,06;0,0;220,91538858263849
1,0;0603831;00003000355;9,0;4607,727296232971;0,0;3,0;0,06;0,0;537,9077564746169
1,0;0308737;00003000356;9,0;12189,549441103562;0,0;3,0;0,06;0,0;1423,012424728557
1,0;0303283;00003000357;28,0;4924,869202698312;0,0;3,0;0,06;0,0;202,53246624083945
1,0;0487094;00003000358;3,0;4551,106348756196;0,0;3,0;0,06;0,0;1547,4767902808007
1,0;0046502;00003000359;12,0;8973,920059591821;0,0;3,0;0,06;0,0;797,3219269910048
1,0;0716355;00003000360;34,0;4965,463970252991;0,0;3,0;0,06;0,0;172,9966125633792
1,0;0477861;00003000361;10,0;5033,2473034404775;0,0;3,0;0,06;0,0;531,4207020928293
1,0;0811673;00003000362;20,0;5176,294778962394;0,0;3,0;0,06;0,0;286,8460051425177
1,0;0626942;00003000363;24,0;4980,894831315029;0,0;3,0;0,06;0,0;234,46801448891063
1,0;0929766;00003000364;32,0;5022,388128242868;0,0;3,0;0,06;0,0;184,17542124120413
1,0;0181902;00003000365;3,0;3915,516150295174;0,0;3,0;0,06;0,0;1331,362068963158
1,0;0146206;00003000366;6,0;4358,415855037485;0,0;3,0;0,06;0,0;752,037537233527
1,0;0897169;00003000367;23,0;18477,256462898928;0,0;3,0;0,06;0,0;903,2762041322429
1,0;0696006;00003000368;32,0;5082,53125112256;0,0;3,0;0,06;0,0;186,38092282895266
1,0;0545128;00003000369;23,0;4847,592995741886;0,0;3,0;0,06;0,0;236,97865584990615
1,0;0741539;00003000370;33,0;5133,351888559883;0,0;3,0;0,06;0,0;183,40151039047967
1,0;0105015;00003000371;26,0;5261,279921100393;0,0;3,0;0,06;0,0;230,80644501604596
1,0;0899950;00003000372;18,0;4793,236949179667;0,0;3,0;0,06;0,0;292,3014052084024
1,0;0231808;00003000373;29,0;6810,131141014869;0,0;3,0;0,06;0,0;271,6903164435796
1,0;0689431;00003000374;9,0;4570,203423885389;0,0;3,0;0,06;0,0;533,5272060012352
1,0;0840630;00003000375;14,0;11066,492890895155;0,0;3,0;0,06;0,0;851,026269583982
1,0;0321711;00003000376;16,0;4787,209361482757;0,0;3,0;0,06;0,0;325,26500996315696
1,0;0115150;00003000377;18,0;5694,783973481276;0,0;3,0;0,06;0,0;347,27958902422944
1,0;0254067;00003000378;7,0;4713,421282124023;0,0;3,0;0,06;0,0;700,5477118129464
1,0;0604758;00003000379;22,0;6940,101619640553;0,0;3,0;0,276;27,0;0,0
1,0;0245845;00003000380;9,0;4994,029776884025;0,0;3,0;0,06;0,0;583,0048482355528
1,0;0357640;00003000381;18,0;5180,527970851477;0,0;3,0;0,06;0,0;315,9192048414129
1,0;0711649;00003000382;30,0;6003,0751577658775;0,0;3,0;0,276;27,0;0,0
1,0;0636566;00003000383;7,0;4428,889578015827;0,0;3,0;0,06;0,0;658,2582531967178
1,0;0909768;00003000384;9,0;5828,7958179842135;0,0;3,0;0,06;0,0;680,4557387681807
1,0;0224705;00003000385;5,0;4336,458869038348;0,0;3,0;0,06;0,0;893,4831164191646
1,0;0978283;00003000386;23,0;4981,881587671368;0,0;3,0;0,06;0,0;243,54346647641268
1,0;0884557;00003000387;11,0;4724,319745308746;0,0;3,0;0,06;0,0;455,6798943982287
1,0;0858531;00003000388;15,0;5134,439488075035;0,0;3,0;0,276;27,0;0,0
1,0;0425248;00003000389;33,0;11579,558307247673;0,0;3,0;0,06;0,0;413,7079493686603
1,0;0561824;00003000390;16,0;4844,135059574525;0,0;3,0;0,06;0,0;329,1328035687501
1,0;0465107;00003000391;33,0;5011,181461087277;0,0;3,0;0,06;0,0;179,03667403989542
1,0;0957251;00003000392;33,0;6172,980149581854;0,0;3,0;0,06;0,0;220,54476443877127
1,0;0323693;00003000393;31,0;5438,847929441989;0,0;3,0;0,06;0,0;204,91257079463122
1,0;0577731;00003000394;13,0;6568,087490284165;0,0;3,0;0,06;0,0;541,3077460783069
1,0;0361275;00003000395;18,0;19977,713962754937;0,0;3,0;0,06;0,0;1218,281909715351
1,0;0586216;00003000396;6,0;4696,011800632321;0,0;3,0;0,06;0,0;810,2891662541316
1,0;0212643;00003000397;1,0;2994,867241776754;0,0;3,0;0,06;0,0;3024,815914194519
1,0;0287581;00003000398;23,0;4992,7121353965795;0,0;3,0;0,06;0,0;244,07292690023405
1,0;0178673;00003000399;6,0;4391,187482537794;0,0;3,0;0,06;0,0;757,6922280331628
1,0;0242295;00003000400;9,0;4899,1839116117;0,0;3,0;0,06;0,0;571,9325075088698
1,0;0708621;00003000401;4,0;9661,66422355776;0,0;3,0;0,06;0,0;2476,1018762205276
1,0;0275288;00003000402;11,0;5338,827145137496;0,0;3,0;0,276;27,0;0,0
1,0;0354248;00003000403;15,0;4808,96729178324;0,0;3,0;0,06;0,0;346,84089986898465
1,0;0346454;00003000404;34,0;5052,039957552902;0,0;3,0;0,06;0,0;176,01291730789868
1,0;0752460;00003000405;0,0;4,547473508864641e-12;0,0;3,0;0,06;0,0;5437,156183877201
1,0;0029015;00003000406;30,0;5076,306735770018;0,0;3,0;0,06;0,0;196,69730811598393
1,0;0533541;00003000407;34,0;4960,085350268771;0,0;3,0;0,06;0,0;172,80922160794984
1,0;0610983;00003000408;6,0;4457,056635884812;0,0;3,0;0,06;0,0;769,0578428598193
1,0;0153770;00003000409;16,0;6508,055019439195;0,0;3,0;0,06;0,0;442,18717438399375
1,0;0535576;00003000410;22,0;5062,992674615853;0,0;3,0;0,06;0,0;257,52263405859475
1,0;0211579;00003000411;8,0;7406,929241645401;0,0;3,0;0,06;0,0;968,0137457348101
1,0;0650921;00003000412;0,0;5,4569682106375694e-12;0,0;3,0;0,06;0,0;5763,351511242542
1,0;0763480;00003000413;12,0;5163,650614509067;0,0;3,0;0,06;0,0;458,7841022573051
1,0;0762322;00003000414;5,0;5262,827607375588;0,0;3,0;0,06;0,0;1084,3519456365843
1,0;0256136;00003000415;20,0;5237,481893257936;0,0;3,0;0,06;0,0;290,2367083484494
1,0;0375608;00003000416;29,0;6796,757409833835;0,0;3,0;0,06;0,0;271,15677117383825
1,0;0709105;00003000417;26,0;5168,906863058284;0,0;3,0;0,06;0,0;226,75414263683686
1,0;0654269;00003000418;12,0;4735,154622967755;0,0;3,0;0,06;0,0;420,7127524553347
1,0;0105902;00003000419;12,0;10072,397759966494;0,0;3,0;0,06;0,0;894,920340059465
1,0;0696131;00003000420;18,0;8262,536926196915;0,0;3,0;0,06;0,0;503,86642257003587
1,0;0110022;00003000421;30,0;5193,977465728439;0,0;3,0;0,06;0,0;201,2568268826042
1,0;0622313;00003000422;23,0;4845,388532740313;0,0;3,0;0,06;0,0;236,87088882420028
1,0;0988197;00003000423;12,0;4721,035587092144;0,0;3,0;0,06;0,0;419,4582932204805
1,0;0199235;00003000424;15,0;4769,593588544524;0,0;3,0;0,06;0,0;344,00111955152965
1,0;0337801;00003000425;29,0;4922,209825976037;0,0;3,0;0,06;0,0;196,37165827350498
1,0;0196893;00003000426;20,0;5645,746668955041;0,0;3,0;0,06;0,0;312,86082945242475
1,0;0628847;00003000427;10,0;4654,422548848153;0,0;3,0;0,06;0,0;491,42359785398384
1,0;0322530;00003000428;25,0;4914,657362294721;0,0;3,0;0,06;0,0;223,15863489790397
1,0;0498315;00003000429;13,0;4718,70835259259;0,0;3,0;0,06;0,0;388,89149794688046
1,0;0287834;00003000430;32,0;5351,450066309238;0,0;3,0;0,06;0,0;196,24241397659515
1,0;0028742;00003000431;21,0;4825,550152586921;0,0;3,0;0,06;0,0;255,90255440439384
1,0;0653806;00003000432;8,0;6527,597123785047;0,0;3,0;0,06;0,0;853,0935744485735
1,0;0682992;00003000433;31,0;5012,248381530587;0,0;3,0;0,06;0,0;188,84012104122883
1,0;0875885;00003000434;20,0;20784,37286574425;0,0;3,0;0,06;0,0;1151,772567157848
1,0;0964640;00003000435;24,0;4846,733743350699;0,0;3,0;0,06;0,0;228,1525862411788
1,0;0608556;00003000436;4,0;4213,144088863177;0,0;3,0;0,06;0,0;1079,749175901297
1,0;0360980;00003000437;2,0;3653,7682784066947;0,0;3,0;0,06;0,0;1854,3328461704698
1,0;0720990;00003000438;16,0;5835,245399214558;0,0;3,0;0,276;27,0;0,0
1,0;0298943;00003000439;16,0;4886,509335681964;0,0;3,0;0,06;0,0;332,0119066744473
1,0;0089414;00003000440;32,0;6852,708227323896;0,0;3,0;0,06;0,0;251,29488047989673
1,0;0752566;00003000441;33,0;4881,028257171823;0,0;3,0;0,06;0,0;174,38663354034355
1,0;0864226;00003000442;30,0;5103,640926168928;0,0;3,0;0,06;0,0;197,75645642022442
1,0;0999900;00003000443;19,0;7769,433800437231;0,0;3,0;0,06;0,0;451,0292562709169
1,0;0918263;00003000444;22,0;5236,47413390527;0,0;3,0;0,06;0,0;266,3465461650702
1,0;0526653;00003000445;13,0;6204,02091727368;0,0;3,0;0,06;0,0;511,30326511634087
1,0;0580091;00003000446;22,0;4971,473540291187;0,0;3,0;0,06;0,0;252,86763057494102
1,0;0464046;00003000447;31,0;6004,834901441961;0,0;3,0;0,06;0,0;226,23654362368623
1,0;0457330;00003000448;11,0;4913,191808974828;0,0;3,0;0,06;0,0;473,8973747268197
1,0;0712317;00003000449;3,0;4001,2064511015305;0,0;3,0;0,06;0,0;1360,4986659768176
1,0;0938473;00003000450;25,0;7363,174038961128;0,0;3,0;0,06;0,0;334,3378278324248
1,0;0258347;00003000451;25,0;4960,15177054624;0,0;3,0;0,06;0,0;225,22438827448457
1,0;0081519;00003000452;5,0;4203,624249216524;0,0;3,0;0,06;0,0;866,1138979690246
1,0;0250920;00003000453;3,0;4115,2601837890925;0,0;3,0;0,06;0,0;1399,2794569875853
1,0;0289755;00003000454;32,0;7396,2349935855345;0,0;3,0;0,06;0,0;271,22648842735526
1,0;0348538;00003000455;8,0;5725,387728705332;0,0;3,0;0,06;0,0;748,2525943257141
1,0;0620988;00003000456;17,0;4877,191296392919;0,0;3,0;0,06;0,0;313,39882725249765
1,0;0671154;00003000457;12,0;5338,247772496902;0,0;3,0;0,276;27,0;0,0
1,0;0087334;00003000458;20,0;20764,32010450669;0,0;3,0;0,06;0,0;1150,6613370794437
1,0;0064174;00003000459;3,0;4085,8497027291196;0,0;3,0;0,06;0,0;1389,2792431178875
1,0;0379027;00003000460;11,0;7510,480430270027;0,0;3,0;0,276;27,0;0,0
1,0;0461243;00003000461;24,0;6075,792001754627;0,0;3,0;0,06;0,0;286,0086260289301
1,0;0674954;00003000462;10,0;4761,146062886713;0,0;3,0;0,06;0,0;502,691688083013
1,0;0949269;00003000463;18,0;4905,474452522305;0,0;3,0;0,06;0,0;299,1458780128922
1,0;0917309;00003000464;20,0;5060,138553904762;0,0;3,0;0,06;0,0;280,40917135445136
1,0;0075207;00003000465;21,0;5368,710024562226;0,0;3,0;0,06;0,0;284,706730983914
1,0;0228468;00003000466;4,0;9273,067394734855;0,0;3,0;0,06;0,0;2376,511855839192
1,0;0714916;00003000467;26,0;5040,527270452855;0,0;3,0;0,06;0,0;221,12227399912524
1,0;0427514;00003000468;28,0;5630,172552686605;0,0;3,0;0,06;0,0;231,53766841814598
1,0;0615295;00003000469;24,0;4879,423402040303;0,0;3,0;0,06;0,0;229,69140198149185
1,0;0693540;00003000470;34,0;5748,1821476067435;0,0;3,0;0,06;0,0;200,2664898769955
1,0;0468377;00003000471;8,0;5433,765389928532;0,0;3,0;0,06;0,0;710,1403857046196
1,0;0787558;00003000472;2,0;3600,338030788341;0,0;3,0;0,06;0,0;1827,2163309488371
1,0;0892333;00003000473;14,0;5448,864419636249;0,0;3,0;0,06;0,0;419,024058139239
1,0;0568362;00003000474;15,0;5089,203380040113;0,0;3,0;0,276;27,0;0,0
1,0;0018437;00003000475;34,0;6213,687304697114;0,0;3,0;0,06;0,0;216,4846752852193
1,0;0307442;00003000476;22,0;5389,015082889657;0,0;3,0;0,276;27,0;0,0
1,0;0349334;00003000477;4,0;5389,070998967324;0,0;3,0;0,276;27,0;0,0
1,0;0925980;00003000478;2,0;3484,9774267211114;0,0;3,0;0,06;0,0;1768,6693895513347
1,0;0748986;00003000479;30,0;6200,611049621231;0,0;3,0;0,06;0,0;240,26197895815602
1,0;0373512;00003000480;5,0;4208,823246203926;0,0;3,0;0,06;0,0;867,1850982665122
1,0;0664685;00003000481;20,0;4871,025704848825;0,0;3,0;0,06;0,0;269,9294232741673
1,0;0595971;00003000482;8,0;4495,435355665396;0,0;3,0;0,06;0,0;587,5097594937561
1,0;0471918;00003000483;14,0;5117,171906962148;0,0;3,0;0,06;0,0;393,5165152805417
1,0;0028588;00003000484;32,0;6822,129752032882;0,0;3,0;0,06;0,0;250,1735407061014
1,0;0149139;00003000485;31,0;4966,329625494682;0,0;3,0;0,06;0,0;187,11009834725468
1,0;0245355;00003000486;18,0;4897,015975710352;0,0;3,0;0,06;0,0;298,63006277482435
1,0;0135146;00003000487;8,0;4809,887077186493;0,0;3,0;0,06;0,0;628,6055468128716
1,0;0860540;00003000488;22,0;6849,7000786271365;0,0;3,0;0,06;0,0;348,4012164590503
1,0;0707837;00003000489;20,0;4857,814255575326;0,0;3,0;0,06;0,0;269,19730665251575
1,0;0135403;00003000490;13,0;6122,057874613164;0,0;3,0;0,06;0,0;504,5482957359976
1,0;0635079;00003000491;17,0;4935,613742104741;0,0;3,0;0,06;0,0;317,15293999046816
1,0;0776100;00003000492;23,0;4907,179126523936;0,0;3,0;0,06;0,0;239,89157390891614
1,0;0120380;00003000493;24,0;6713,112234866287;0,0;3,0;0,06;0,0;316,0095023196364
1,0;0480130;00003000494;18,0;4831,344153910459;0,0;3,0;0,06;0,0;294,6252605924516
1,0;0844810;00003000495;27,0;5280,19047310957;0,0;3,0;0,276;27,0;0,0
1,0;0621077;00004000000;4,0;5540,737057046799;0,0;4,0;0,06;0,0;1419,986154056823
1,0;0590663;00004000001;23,0;5138,102027572802;0,0;4,0;0,06;0,0;251,18043391502445
1,0;0921809;00004000002;8,0;4917,79143589651;0,0;4,0;0,06;0,0;642,7075989654304
1,0;0513692;00004000003;34,0;14861,636529457384;0,0;4,0;0,06;0,0;517,778961270624
1,0;0930890;00004000004;20,0;4876,745447553051;0,0;4,0;0,06;0,0;270,2463846172149
1,0;0125877;00004000005;25,0;5073,775928940094;0,0;4,0;0,06;0,0;230,38369241501908
1,0;0361672;00004000006;5,0;4216,968654308758;0,0;4,0;0,06;0,0;868,8633765202214
1,0;0931468;00004000007;4,0;4444,691899015475;0,0;4,0;0,06;0,0;1139,0905019799775
1,0;0037987;00004000008;12,0;4649,769595499396;0,0;4,0;0,06;0,0;413,126396193504
1,0;0067880;00004000009;15,0;4727,0226437409065;0,0;4,0;0,06;0,0;340,9307420862497
1,0;0326949;00004000010;4,0;4313,643337259984;0,0;4,0;0,06;0,0;1105,5052332177306
1,0;0085615;00004000011;6,0;5430,776460731264;0,0;4,0;0,06;0,0;937,07160827108
1,0;0736916;00004000012;5,0;5216,481613744188;0,0;4,0;0,268;26,0;0,0
1,0;0956627;00004000013;4,0;5234,36009319976;0,0;4,0;0,06;0,0;1341,4675306127708
1,0;0245084;00004000014;11,0;4618,244337577506;0,0;4,0;0,06;0,0;445,4484889898165
1,0;0680542;00004000015;25,0;4905,2299668677315;0,0;4,0;0,06;0,0;222,73056747854122
1,0;0237079;00004000016;9,0;4663,285691977845;0,0;4,0;0,06;0,0;544,3936637532198
1,0;0418310;00004000017;24,0;5017,420255768866;0,0;4,0;0,06;0,0;236,18739304238127
1,0;0359625;00004000018;33,0;5392,289410139234;0,0;4,0;0,06;0,0;192,65268459115248
1,0;0175908;00004000019;9,0;4593,934631536654;0,0;4,0;0,06;0,0;536,2975957933049
1,0;0595596;00004000020;11,0;5073,949906931313;0,0;4,0;0,06;0,0;489,40314847831326
1,0;0594532;00004000021;32,0;5056,916929011642;0,0;4,0;0,06;0,0;185,44162294926835
1,0;0226834;00004000022;14,0;6124,143077096476;0,0;4,0;0,06;0,0;470,9537781014565
1,0;0059216;00004000023;30,0;5665,515815832534;0,0;4,0;0,06;0,0;219,5280482580514
1,0;0348581;00004000024;31,0;8925,911428436802;0,0;4,0;0,06;0,0;336,29023668507267
1,0;0700380;00004000025;13,0;8799,74329505032;0,0;4,0;0,06;0,0;725,2292567901371
1,0;0739231;00004000026;5,0;4306,438685620012;0,0;4,0;0,06;0,0;887,2977638432186
1,0;0964608;00004000027;0,0;9,094947017729282e-12;0,0;4,0;0,06;0,0;9953,61146060015
1,0;0511867;00004000028;34,0;5260,374006719845;0,0;4,0;0,06;0,0;183,2712691967469
1,0;0127014;00004000029;22,0;7058,400662854425;0,0;4,0;0,06;0,0;359,01650422141256
1,0;0763208;00004000030;21,0;5386,556006945538;0,0;4,0;0,06;0,0;285,6531168535743
1,0;0353627;00004000031;4,0;4397,907199093032;0,0;4,0;0,06;0,0;1127,1004679055252
1,0;0222808;00004000032;20,0;4801,090095617506;0,0;4,0;0,06;0,0;266,05391946655124
1,0;0546355;00004000033;0,0;4,547473508864641e-12;0,0;4,0;0,06;0,0;5494,942161905159
1,0;0540094;00004000034;7,0;5688,385257923356;0,0;4,0;0,06;0,0;845,4549334391214
1,0;0668690;00004000035;13,0;4705,102212903823;0,0;4,0;0,06;0,0;387,7701503980471
1,0;0829917;00004000036;4,0;4382,992908664761;0,0;4,0;0,06;0,0;1123,2782172396514
1,0;0387130;00004000037;28,0;5187,124091286478;0,0;4,0;0,268;26,0;0,0
1,0;0555550;00004000038;31,0;6008,451448954321;0,0;4,0;0,06;0,0;226,37279969441528
1,0;0631067;00004000039;34,0;5107,40943157743;0,0;4,0;0,06;0,0;177,94198808618717
1,0;0502801;00004000040;15,0;5420,711949134918;0,0;4,0;0,06;0,0;390,9622370651086
1,0;0640632;00004000041;1,0;2784,341488523403;0,0;4,0;0,06;0,0;2812,184903408635
1,0;0090515;00004000042;11,0;12322,722841430043;0,0;4,0;0,06;0,0;1188,5768419162143
1,0;0025470;00004000043;9,0;5303,064396252885;0,0;4,0;0,268;26,0;0,0
1,0;0299632;00004000044;21,0;4966,9298957276715;0,0;4,0;0,06;0,0;263,4000285299834
1,0;0379723;00004000045;33,0;5361,976483812385;0,0;4,0;0,06;0,0;191,56968140076356
1,0;0404821;00004000046;12,0;8407,849003089605;0,0;4,0;0,06;0,0;747,027199314914
1,0;0842797;00004000047;30,0;5183,661883404866;0,0;4,0;0,06;0,0;200,85711753084297
1,0;0473596;00004000048;27,0;5178,260703276139;0,0;4,0;0,06;0,0;219,79401328787435
1,0;0323038;00004000049;8,0;15966,7634714296;0,0;4,0;0,06;0,0;2086,700981067675
1,0;0451123;00004000050;20,0;6917,717047828867;0,0;4,0;0,06;0,0;383,34746852917164
1,0;0327578;00004000051;24,0;5337,108052729571;0,0;4,0;0,06;0,0;251,2362076727277
1,0;0283608;00004000052;28,0;4867,927390916076;0,0;4,0;0,06;0,0;200,19076637068673
1,0;0273142;00004000053;9,0;7384,7325272090775;0,0;4,0;0,268;26,0;0,0
1,0;0032195;00004000054;18,0;5127,936247654975;0,0;4,0;0,06;0,0;312,71205385854734
1,0;0872043;00004000055;27,0;4884,995637231056;0,0;4,0;0,06;0,0;207,34622251086668
1,0;0681139;00004000056;10,0;6953,686563903666;0,0;4,0;0,06;0,0;734,1846671029288
1,0;0338643;00004000057;0,0;4,547473508864641e-12;0,0;4,0;0,06;0,0;5446,859618217366
